email,household_type,footage,heating_temp,cooling_temp,postal_code,utilities
jupthegrove@singletechno.com,house,538,,73,7820,gas
juyetake@xx-holding.com,house,1344,,,33084,
juyetake@zathunicon.com,house,814,68,73,79739,"electric,gas"
jvanausdal@donware.com,townhome,56,72,74,24375,"gas,steam,fuel oil"
jvenere@warephase.com,house,1659,72,74,18348,
jvinning@doncon.com,apartment,442,76,,73052,fuel oil
jvinning@isdom.com,house,1740,71,,75264,
jvinning@kinnamplus.com,house,1124,,71,20408,electric
jvizarro@ganjaflex.com,apartment,673,72,72,34229,"electric,gas"
jwalthall@ontomedia.com,apartment,1083,74,72,66620,electric
jwalthall@zotware.com,mobile home,181,77,,86431,electric
jwardrip@j-texon.com,mobile home,218,70,,16120,"electric,gas"
jwaymire@kinnamplus.com,apartment,442,74,74,98322,electric
jweglarz@openlane.com,townhome,666,71,69,50465,
jwenzinger@inity.com,apartment,750,72,,62026,"electric,fuel oil"
jwiklund@plussunin.com,house,757,75,75,60137,electric
jwildfong@zotware.com,house,3202,73,69,95669,gas
jwitten@plexzap.com,townhome,117,76,,56230,"gas,fuel oil"
jwrinkles@zoomit.com,mobile home,431,69,72,61639,electric
jyaw@lexiqvolax.com,house,2046,72,70,25106,fuel oil
jyglesias@zumgoity.com,house,3145,69,73,71426,electric
jyori@fasehatice.com,townhome,1110,76,73,85099,"electric,gas,fuel oil"
jzepp@condax.com,house,669,75,,16665,electric
kabdallah@condax.com,mobile home,546,73,72,54870,
kacuff@finhigh.com,house,815,,,1054,
kagramonte@labdrill.com,mobile home,238,76,,20612,"electric,gas,fuel oil"
kagramonte@rangreen.com,house,595,73,72,93624,electric
kalbares@openlane.com,house,1553,65,76,80530,
kamyot@labdrill.com,apartment,2192,72,72,33736,gas
kangalich@blackzim.com,apartment,424,73,74,92616,"electric,gas"
kankeny@statholdings.com,house,1526,73,76,7184,gas
kauber@finjob.com,house,1809,75,70,56561,gas
kbachman@scottech.com,townhome,966,76,70,62763,gas
kbatman@opentech.com,mobile home,261,69,73,59313,electric
kbenimadho@hatfan.com,house,650,72,,33167,electric
kbenimadho@konex.com,house,973,75,73,85553,electric
kbergesen@dalttechnology.com,house,1710,74,69,21627,"electric,gas"
kbergesen@xx-holding.com,apartment,1118,70,74,54858,electric
kberlanga@finjob.com,house,3706,76,74,78468,"gas,fuel oil"
kberlanga@ron-tech.com,house,751,71,,14172,steam
kberray@year-job.com,apartment,470,66,,11243,
kbevelacqua@blackzim.com,apartment,1332,76,71,5085,electric
kbevelacqua@xx-zobam.com,apartment,1081,72,73,81084,"electric,gas,steam,fuel oil"
kbiddy@betatech.com,condominium,467,69,73,85065,electric
kbirkner@statholdings.com,house,1159,69,,3221,"electric,steam"
kblackwood@condax.com,apartment,56,,73,60055,gas
kbookamer@golddex.com,apartment,958,76,,45830,"electric,fuel oil"
kbourbon@domzoom.com,mobile home,282,71,74,20099,electric
kbrachle@doncon.com,condominium,1183,,73,16863,electric
kbreland@fasehatice.com,condominium,214,77,71,80314,"electric,gas"
kbreland@iselectrics.com,apartment,820,,69,11426,electric
kbreland@kinnamplus.com,house,1509,71,,17976,"electric,gas"
kbrossart@dontechi.com,condominium,849,72,76,64766,"electric,gas"
kbubash@hatfan.com,condominium,502,76,75,41040,gas
kburnard@plexzap.com,house,759,75,,53924,electric
kbutzen@newex.com,house,2576,68,72,56310,electric
kcaiafa@betasoloin.com,house,1445,70,,4454,
kcaiafa@blackzim.com,house,1096,73,75,67073,
kcampain@cancity.com,house,942,74,,43606,"electric,gas"
kcampain@xx-zobam.com,apartment,1542,76,,43311,"electric,gas"
kcartan@inity.com,apartment,1300,77,,24157,"gas,steam"
kcartan@rantouch.com,apartment,986,67,72,58046,"electric,gas"
kcaudy@kinnamplus.com,townhome,1712,70,74,28503,gas
kcaudy@rangreen.com,house,60,66,,14221,"electric,gas"
kcaudy@singletechno.com,apartment,522,73,73,41812,"electric,gas,fuel oil"
kcentini@dontechi.com,mobile home,495,68,73,18218,
kcetta@plexzap.com,townhome,2500,72,,33097,gas
kcomnick@bioholding.com,townhome,1038,75,,51441,electric
kcorrington@sunnamplex.com,apartment,824,70,73,37687,gas
kcorrio@konmatfix.com,house,1486,75,,13648,
kcousey@zotware.com,townhome,1661,69,71,16827,"electric,gas"
kcraghead@singletechno.com,house,1491,74,73,74962,"electric,gas"
kcrupi@funholding.com,apartment,1125,70,75,59317,
kcrupi@yearin.com,condominium,818,72,75,79159,steam
kdallen@newex.com,apartment,949,73,74,43535,electric
kdaufeldt@groovestreet.com,apartment,938,76,73,82648,steam
kdegonia@donware.com,house,764,,69,6065,gas
kdegroot@bioholding.com,apartment,717,71,72,66938,steam
kdelasancha@codehow.com,house,1436,72,,15075,gas
kdelasancha@sunnamplex.com,mobile home,427,71,74,768,electric
kdemesa@lexiqvolax.com,condominium,705,68,73,11405,"electric,gas"
kdemesa@openlane.com,apartment,1214,73,72,71667,gas
kdevreese@goodsilron.com,house,747,70,70,30756,"electric,steam"
kdhamer@warephase.com,townhome,1318,72,,42539,gas
kdopico@codehow.com,apartment,845,66,68,5850,"electric,gas"
kduenas@conecom.com,house,1982,68,72,90079,"electric,fuel oil"
kehmann@dontechi.com,apartment,101,74,,75378,gas
kengelberg@singletechno.com,house,1031,75,71,76198,
kestell@iselectrics.com,apartment,70,70,72,58313,"electric,gas,fuel oil"
kferencz@fasehatice.com,condominium,1252,75,69,65440,"electric,gas,fuel oil"
kferencz@zoomit.com,house,753,76,69,10927,electric
kferrario@bioholding.com,apartment,789,71,,47420,
kfigeroa@finhigh.com,townhome,212,76,,80165,"electric,gas"
kfrey@zathunicon.com,apartment,826,,71,64456,"gas,fuel oil"
kgalam@blackzim.com,apartment,592,75,69,40618,fuel oil
kgato@xx-zobam.com,apartment,513,72,69,20144,electric
kgehrett@codehow.com,house,97,74,,1077,"electric,gas"
kgibes@bioplex.com,condominium,1164,68,71,96080,"electric,fuel oil"
kgiguere@donquadtech.com,condominium,2253,76,,603,"electric,fuel oil"
kglick@treequote.com,townhome,1419,66,73,72531,gas
kgobern@treequote.com,house,2510,,75,94555,fuel oil
kgochal@green-plus.com,mobile home,159,67,71,48208,electric
kgudroe@dalttechnology.com,condominium,723,72,,11786,"electric,gas,fuel oil"
khalsey@kinnamplus.com,house,1382,74,70,46566,gas
khamilton@labdrill.com,apartment,393,77,,73459,"electric,gas"
khamilton@openlane.com,house,2044,73,,13606,"steam,fuel oil"
khanafan@bioplex.com,apartment,942,68,72,18955,
kheimann@sumace.com,house,92,73,,24889,gas
khengel@treequote.com,house,1866,76,72,54889,electric
kherritt@sumace.com,house,1112,75,73,79322,"electric,gas,fuel oil"
khochard@lexiqvolax.com,house,662,,72,94929,steam
khochard@year-job.com,townhome,3019,73,75,79084,electric
khollack@bioplex.com,apartment,1082,72,72,16422,gas
khollack@plussunin.com,house,1165,73,,23509,electric
khudnall@zoomit.com,house,2189,67,,16414,"gas,fuel oil"
kjacobos@toughzap.com,apartment,1277,,72,39579,
kjulia@stanredtax.com,house,1537,,68,64469,"electric,steam,fuel oil"
kkaniecki@toughzap.com,condominium,1143,,71,56364,gas
kkannady@zencorporation.com,house,1764,76,,73058,
kkardas@sonron.com,condominium,1311,70,,48419,"electric,fuel oil"
kkardas@xx-zobam.com,apartment,1041,75,,85927,"electric,gas"
kkeetch@gogozoom.com,apartment,870,72,73,25247,fuel oil
kketelsen@sumace.com,apartment,1020,74,72,64187,"electric,gas,fuel oil"
kkippley@konmatfix.com,mobile home,304,73,73,94941,gas
kkitzman@donquadtech.com,apartment,923,72,72,12953,"gas,fuel oil"
kklimek@stanredtax.com,house,1410,75,68,27836,electric
kklimek@sumace.com,condominium,957,76,71,77351,electric
kklonowski@lexiqvolax.com,condominium,470,78,73,45066,electric
kkulzer@dontechi.com,townhome,861,70,69,77504,"electric,gas"
kkulzer@j-texon.com,apartment,1037,75,75,99138,gas
klabreche@betasoloin.com,townhome,2252,72,76,88321,"gas,fuel oil"
klacovara@sumace.com,apartment,731,76,75,67260,electric
klawler@zotware.com,apartment,1265,68,74,32572,steam
kleto@iselectrics.com,house,1923,72,,79741,gas
klietz@plusstrip.com,house,2319,,72,90046,"electric,gas,steam"
klimmel@green-plus.com,apartment,856,73,,44274,gas
klimmel@ontomedia.com,condominium,626,70,,91715,
kliukko@xx-holding.com,apartment,444,72,75,30335,electric
kloader@betasoloin.com,condominium,1665,73,72,19050,electric
klother@rundofase.com,apartment,1333,78,74,86438,"electric,steam"
klother@statholdings.com,apartment,1156,72,72,45309,electric
klungren@betatech.com,condominium,475,75,,73110,"electric,gas"
klungren@rundofase.com,house,1169,74,73,66959,electric
kmarrier@konmatfix.com,house,2433,73,,46365,gas
kmastella@statholdings.com,apartment,70,,73,41619,gas
kmclaird@sonron.com,townhome,1540,70,74,67342,electric
kmenter@opentech.com,mobile home,39,69,75,47584,electric
kmenter@statholdings.com,house,5124,72,72,93291,"electric,steam"
kmerced@iselectrics.com,apartment,1763,73,70,78750,
kmiro@bioholding.com,townhome,1078,71,,54017,gas
kmiro@goodsilron.com,apartment,291,75,,70503,gas
kmiro@rangreen.com,condominium,1768,72,69,65301,electric
kmodzelewski@rangreen.com,townhome,1571,,76,88136,gas
kmonarrez@finhigh.com,house,603,70,72,22641,"electric,gas"
kmondella@mathtouch.com,condominium,1202,69,75,60646,electric
kmonterrubio@golddex.com,apartment,2443,71,73,13455,"electric,gas,fuel oil"
kmonterrubio@j-texon.com,mobile home,361,75,75,28601,gas
kmorasca@statholdings.com,apartment,1247,70,,11767,"electric,gas,fuel oil"
kmotley@rangreen.com,house,1259,,71,62896,gas
knabours@finjob.com,condominium,644,70,73,45330,"electric,gas,fuel oil"
knabours@warephase.com,condominium,1950,69,,30733,gas
knachor@goodsilron.com,condominium,778,72,71,19357,
knayar@stanredtax.com,apartment,738,74,73,49735,"electric,gas,steam"
knestle@nam-zim.com,mobile home,395,75,74,38603,electric
kogg@rundofase.com,townhome,195,75,75,94067,electric
kohms@hatfan.com,house,147,69,,88043,gas
kostrosky@ganjaflex.com,mobile home,212,72,,30348,
kpaa@hottechi.com,house,590,,71,62027,"electric,gas,fuel oil"
kparvis@gogozoom.com,house,2550,66,72,28056,electric
kpaskin@labdrill.com,house,1162,69,73,18202,
kpatak@toughzap.com,townhome,2065,70,73,68329,
kpaulas@xx-holding.com,townhome,1240,74,69,35978,"electric,steam"
kperez@silis.com,condominium,1116,70,,94042,
kperin@kan-code.com,condominium,815,75,73,92595,
kpoquette@ron-tech.com,townhome,1705,,69,25926,gas
kpoullion@dontechi.com,house,700,78,,30305,electric
kradde@finhigh.com,condominium,1003,77,69,14484,"electric,gas,steam"
kragel@fasehatice.com,townhome,1959,73,,97868,electric
krantanen@gogozoom.com,apartment,1146,73,72,24836,"electric,gas"
krauser@bioplex.com,house,1331,73,74,73301,"electric,gas"
krauser@cancity.com,mobile home,284,73,73,12928,fuel oil
kraymo@ontomedia.com,house,809,74,73,28216,
kregusters@blackzim.com,townhome,1582,75,72,33134,electric
kregusters@domzoom.com,house,1866,74,,41098,electric
krestrepo@faxquote.com,mobile home,621,69,73,5666,"gas,fuel oil"
krestrepo@treequote.com,apartment,813,,75,8870,"electric,gas"
krhym@mathtouch.com,condominium,1231,,74,48811,
krhym@plussunin.com,house,1305,72,74,44085,"electric,gas"
krhymes@dontechi.com,apartment,769,64,,28677,electric
kriden@dalttechnology.com,house,696,72,,54641,fuel oil
krim@goodsilron.com,apartment,415,78,73,62938,"electric,fuel oil"
kriopelle@hottechi.com,house,991,70,,91915,
krodeigues@xx-holding.com,condominium,1061,72,75,5156,"gas,steam"
krodenberger@faxquote.com,house,1432,72,69,48915,electric
krowling@finhigh.com,house,766,74,73,94039,electric
krowling@plussunin.com,apartment,1139,,,48806,gas
ksamu@goodsilron.com,apartment,935,,73,5148,"electric,gas"
ksarao@iselectrics.com,townhome,263,73,,72740,gas
ksaras@condax.com,house,622,,,51442,"electric,gas"
ksawchuk@donquadtech.com,mobile home,70,73,,15325,electric
ksawchuk@singletechno.com,townhome,1592,75,,73031,"gas,steam,fuel oil"
ksaylors@hottechi.com,apartment,361,64,75,68602,"gas,fuel oil"
kscheyer@groovestreet.com,house,2072,78,74,65638,gas
kschmierer@gogozoom.com,apartment,77,76,74,91508,
kscipione@bioplex.com,house,900,72,,67521,steam
kscriven@donware.com,house,904,74,71,28146,fuel oil
ksemidey@inity.com,mobile home,972,73,72,64741,
kshadrick@dontechi.com,apartment,544,67,69,27407,electric
kshadrick@green-plus.com,house,1470,72,73,5260,
kshin@codehow.com,townhome,1236,,70,21216,electric
kshinko@zoomit.com,house,1294,75,75,54220,electric
kshinko@zumgoity.com,apartment,914,76,70,52172,electric
kskursky@openlane.com,apartment,1281,72,,56433,"electric,gas"
kspringe@nam-zim.com,apartment,1800,,,39456,gas
kspringe@year-job.com,apartment,533,73,,45696,
ksteffensmeier@stanredtax.com,house,679,74,71,30502,fuel oil
ksteier@labdrill.com,townhome,1134,72,75,64401,"electric,gas"
kstem@funholding.com,apartment,769,,72,80960,"gas,fuel oil"
kstem@plussunin.com,house,1503,78,76,52497,electric
kstockham@domzoom.com,apartment,1302,70,72,49610,electric
kstorment@domzoom.com,condominium,105,74,,56748,"electric,gas"
kstorment@zumgoity.com,apartment,671,71,,78222,electric
kswayze@rundofase.com,condominium,1021,72,75,13632,gas
ksweigard@silis.com,house,1309,66,71,91184,electric
ktagala@xx-zobam.com,condominium,1407,72,,67741,"electric,gas,fuel oil"
ktillotson@silis.com,condominium,988,74,68,41526,electric
ktimenez@condax.com,apartment,801,65,71,56701,electric
ktjepkema@labdrill.com,apartment,2293,72,69,16103,"electric,gas"
kvanheusen@j-texon.com,mobile home,462,77,71,92831,
kvanheusen@labdrill.com,townhome,702,75,75,19009,gas
kvarriano@stanredtax.com,apartment,46,69,,61417,"electric,gas,fuel oil"
kvenere@doncon.com,apartment,472,75,72,97484,"electric,gas,steam,fuel oil"
kvillanueva@nam-zim.com,house,188,72,,70538,fuel oil
kvizarro@fasehatice.com,apartment,835,,74,37688,"electric,fuel oil"
kvonasek@condax.com,apartment,430,64,,21651,electric
kwalthall@goodsilron.com,apartment,967,69,74,10459,fuel oil
kwaycott@toughzap.com,condominium,576,76,73,72370,
kwieser@konex.com,mobile home,587,66,73,24605,"electric,gas"
kwiklund@faxquote.com,townhome,1270,72,74,77512,
kwrinkles@rangreen.com,house,684,74,,1342,electric
kyori@groovestreet.com,apartment,1588,74,73,32244,
kzagen@rundofase.com,apartment,1376,72,72,62830,electric
kzepp@singletechno.com,house,139,,73,69026,electric
kzurcher@kan-code.com,house,2078,77,72,55043,
kzurcher@rantouch.com,house,649,67,74,96161,"electric,gas"
labdallah@scotfind.com,house,99,72,,46974,electric
lagramonte@condax.com,townhome,177,71,,47965,electric
lahle@faxquote.com,house,408,73,73,29325,electric
lamyot@sumace.com,apartment,1320,73,72,50271,"electric,gas"
langalich@goodsilron.com,townhome,674,75,75,33568,electric
lankeny@lexiqvolax.com,house,1182,74,,3873,gas
lankeny@scottech.com,condominium,1192,,71,77453,"electric,gas"
larceo@bioplex.com,house,1190,76,74,64486,"electric,steam,fuel oil"
laredondo@j-texon.com,townhome,120,74,,33434,electric
larias@gogozoom.com,condominium,1448,,72,16743,gas
larias@plexzap.com,apartment,1358,76,76,56729,"electric,steam"
larias@sumace.com,house,1654,76,73,61876,"electric,fuel oil"
lasar@plusstrip.com,townhome,85,77,74,54416,electric
lasar@sumace.com,house,3159,75,73,12452,fuel oil
lauffrey@zoomit.com,house,1245,69,68,1748,electric
lbaltimore@kan-code.com,house,1511,71,72,10586,electric
lbarfield@doncon.com,townhome,1073,66,72,73539,gas
lbarfield@nam-zim.com,apartment,1430,74,,19999,electric
lbartolet@rangreen.com,townhome,845,72,73,27614,
lbatman@year-job.com,condominium,563,75,,15027,"electric,gas"
lbeech@golddex.com,apartment,580,76,,63101,
lbenimadho@rundofase.com,house,708,76,71,25812,electric
lbennick@konmatfix.com,apartment,1139,67,72,97914,electric
lberganza@sumace.com,townhome,1096,,69,32562,fuel oil
lberganza@zoomit.com,house,176,78,,32901,"electric,gas"
lbergesen@bioplex.com,mobile home,124,73,,18091,"electric,gas"
lbergesen@newex.com,house,256,65,74,24230,"electric,gas,fuel oil"
lberray@openlane.com,apartment,726,71,69,64141,
lbilden@groovestreet.com,condominium,224,69,71,20503,electric
lbilden@sonron.com,house,744,,72,79537,gas
lblackwood@kinnamplus.com,townhome,1379,70,75,48104,electric
lbolognia@donware.com,townhome,1807,67,,41472,"electric,gas,steam"
lbolognia@zoomit.com,mobile home,149,76,,54937,electric
lbookamer@statholdings.com,mobile home,445,77,74,93714,electric
lbookamer@zencorporation.com,house,775,73,,70791,electric
lboord@hottechi.com,townhome,1005,76,73,60619,gas
lboord@yearin.com,condominium,469,72,71,33052,
lboulter@fasehatice.com,townhome,1508,65,75,4462,electric
lboulter@labdrill.com,condominium,675,77,71,42370,"electric,fuel oil"
lbreland@statholdings.com,condominium,778,76,75,2669,"electric,steam"
lbriddick@singletechno.com,condominium,1942,,74,94502,electric
lbrossart@isdom.com,apartment,1560,71,70,40405,"electric,gas"
lbrucato@dambase.com,house,2923,,71,69167,gas
lbruschke@dontechi.com,townhome,1102,73,72,85268,electric
lbubash@openlane.com,condominium,664,74,73,48762,"steam,fuel oil"
lbubash@scotfind.com,mobile home,192,65,,62348,fuel oil
lbubash@stanredtax.com,apartment,541,71,,60466,fuel oil
lbuemi@hatfan.com,house,735,66,74,46112,
lburnard@kan-code.com,house,1795,70,,17841,
lbuvens@blackzim.com,mobile home,28,71,,11958,electric
lbuvens@statholdings.com,apartment,487,,,83025,gas
lbuzick@newex.com,apartment,49,70,68,23917,electric
lbuzick@zencorporation.com,apartment,975,71,70,37369,
lcaiafa@groovestreet.com,townhome,5659,,73,61263,"steam,fuel oil"
lcaiafa@plussunin.com,house,1292,76,73,23017,gas
lcallaro@codehow.com,house,826,71,71,11788,gas
lcallaro@faxquote.com,townhome,1218,73,75,89599,
lcampain@fasehatice.com,mobile home,198,71,,62946,gas
lcanlas@donquadtech.com,apartment,429,71,75,50604,electric
lcantres@y-corporation.com,apartment,416,74,75,47288,gas
lcartan@inity.com,apartment,854,,,85363,"electric,fuel oil"
lcartan@konmatfix.com,apartment,1402,,,95121,electric
lcastros@betatech.com,apartment,498,78,,74944,fuel oil
lcetta@bioholding.com,house,2507,75,75,73834,"electric,gas,fuel oil"
lcetta@codehow.com,townhome,126,72,72,97375,fuel oil
lcetta@kan-code.com,apartment,882,73,74,48811,"electric,fuel oil"
lchaffins@plussunin.com,condominium,1026,76,,78840,
lchaffins@treequote.com,townhome,759,,,68303,
lclaucherty@toughzap.com,house,692,70,,13111,
lcolaizzo@bioplex.com,apartment,1362,72,73,90510,"electric,steam,fuel oil"
lcolaizzo@zumgoity.com,apartment,678,,71,59242,"electric,gas"
lcolla@plussunin.com,townhome,1050,73,70,71844,electric
lcoody@doncon.com,house,990,74,,40081,steam
lcoody@warephase.com,apartment,790,72,,14539,gas
lcorbley@faxquote.com,apartment,79,67,72,13656,"electric,gas"
lcork@treequote.com,townhome,616,70,75,83220,electric
lcorrio@gogozoom.com,apartment,448,69,72,6053,fuel oil
lcorrio@lexiqvolax.com,townhome,520,65,74,73567,fuel oil
lcorrio@rundofase.com,house,63,72,76,74740,"gas,fuel oil"
lcousey@dambase.com,mobile home,1183,69,69,3444,electric
lcoyier@condax.com,apartment,1889,72,70,67106,
lcoyier@openlane.com,apartment,805,75,,92619,steam
lcronauer@xx-holding.com,house,138,73,,37230,"electric,fuel oil"
lcrupi@funholding.com,house,848,71,71,1510,gas
lcrupi@green-plus.com,apartment,75,69,73,27292,"electric,gas"
lcryer@bioholding.com,house,717,75,,11714,steam
lcryer@kan-code.com,house,1129,69,75,64674,gas
lcryer@konmatfix.com,house,842,71,,64803,gas
ldallen@hottechi.com,apartment,1267,70,73,24333,"electric,gas"
ldarakjy@plexzap.com,apartment,1210,74,71,15317,"electric,steam"
ldarakjy@stanredtax.com,apartment,994,73,73,85628,
ldaufeldt@ron-tech.com,condominium,111,76,73,78575,gas
ldegonia@inity.com,house,1651,64,74,23845,gas
ldegonia@kinnamplus.com,apartment,1024,70,71,48911,steam
ldegonia@plusstrip.com,townhome,657,,76,4097,gas
ldeleo@codehow.com,townhome,1163,67,,70527,gas
ldevreese@doncon.com,apartment,2340,75,70,28331,gas
ldewar@y-corporation.com,townhome,3285,72,,56138,electric
ldiestel@year-job.com,house,706,71,,1472,fuel oil
ldilello@scotfind.com,townhome,1079,68,71,23665,
ldinos@plusstrip.com,townhome,675,70,72,45781,"electric,gas,fuel oil"
ldopico@warephase.com,house,1876,,74,83438,"electric,gas"
ldubaldi@stanredtax.com,house,788,,,32781,electric
leanes@openlane.com,house,1594,74,73,67460,electric
leanes@zathunicon.com,townhome,2234,74,74,54749,"electric,gas"
lemard@dalttechnology.com,mobile home,204,73,69,57271,"electric,gas,fuel oil"
lemard@singletechno.com,apartment,702,69,,72326,electric
lemard@stanredtax.com,house,2505,73,74,19903,gas
lemigh@betasoloin.com,house,1440,68,73,59760,steam
lemigh@plexzap.com,apartment,341,71,75,11414,"electric,fuel oil"
lengelberg@plusstrip.com,house,908,,74,56395,
lennaco@bioplex.com,apartment,681,72,,24224,gas
lennaco@streethex.com,house,656,71,72,45652,electric
leroman@zoomit.com,house,177,,76,32237,"electric,fuel oil"
leschberger@scottech.com,house,2234,76,74,41513,gas
lestell@domzoom.com,apartment,381,77,74,48310,fuel oil
lestell@lexiqvolax.com,house,725,71,74,17001,
lfallick@sonron.com,apartment,1726,71,72,91009,
lfarrar@hatfan.com,townhome,693,71,68,55614,gas
lfarrow@y-corporation.com,house,1258,69,70,74873,
lfeichtner@donquadtech.com,house,1051,71,72,33770,
lfeichtner@streethex.com,townhome,109,77,71,1366,
lfelger@fasehatice.com,house,2462,77,,48025,"electric,gas"
lfelger@nam-zim.com,townhome,2478,72,72,4055,
lfigeroa@mathtouch.com,townhome,1876,68,,64443,"electric,gas"
lfishburne@kinnamplus.com,townhome,1723,74,,61437,"gas,steam"
lflosi@domzoom.com,condominium,1418,69,74,51551,
lflosi@ganjaflex.com,apartment,1004,68,73,44054,"gas,fuel oil"
lfoller@golddex.com,house,752,72,,18229,gas
lfoller@konex.com,house,2467,70,69,56750,gas
lfrerking@dambase.com,apartment,926,76,70,96053,fuel oil
lfrey@sonron.com,house,2570,75,73,16856,"electric,gas"
lfunnell@opentech.com,house,1668,69,75,72631,electric
lgehrett@rantouch.com,apartment,1032,73,73,77592,"electric,gas"
lgellinger@sunnamplex.com,townhome,540,71,70,75263,electric
lgiguere@goodsilron.com,house,913,69,72,5466,"electric,gas"
lgillaspie@konmatfix.com,house,1516,77,,47863,gas
lgillaspie@statholdings.com,house,937,,73,29821,"gas,fuel oil"
lgleich@bioholding.com,house,663,73,75,32722,"electric,steam"
lgleich@golddex.com,house,826,73,72,40119,electric
lgleich@plusstrip.com,apartment,923,,,29628,steam
lgleich@scottech.com,apartment,1433,69,76,94245,fuel oil
lglick@openlane.com,house,1144,,72,55747,gas
lgobern@ganjaflex.com,townhome,120,76,72,82329,"electric,gas"
lgoldammer@blackzim.com,apartment,495,76,,75435,electric
lgotter@xx-zobam.com,townhome,483,74,,75172,gas
lgreenbush@iselectrics.com,condominium,898,68,69,19435,"electric,gas"
lgreenbush@sunnamplex.com,house,1436,71,73,45268,
lhagele@lexiqvolax.com,house,930,67,70,11757,
lharabedian@betatech.com,apartment,1749,76,74,38857,"electric,fuel oil"
lharnos@finjob.com,townhome,583,67,,91125,fuel oil
lharnos@sonron.com,townhome,1452,76,,61755,"electric,gas"
lharoldson@nam-zim.com,townhome,611,,,77969,gas
lharoldson@toughzap.com,house,1500,71,,95234,
lhaufler@donquadtech.com,apartment,301,72,,47654,fuel oil
lhaufler@rantouch.com,apartment,1592,,72,91921,gas
lheimann@groovestreet.com,apartment,1586,66,,52253,
lheimann@rantouch.com,house,65,68,71,58718,gas
lheimann@silis.com,apartment,900,76,74,47114,"electric,gas"
lheimann@sunnamplex.com,apartment,1604,73,,28754,"electric,gas"
lheintzman@plexzap.com,apartment,1540,74,,12590,"electric,gas"
lheintzman@year-job.com,condominium,1098,78,,47740,"electric,gas"
lhellickson@sumace.com,house,647,72,70,52531,gas
lhengel@donware.com,house,877,72,70,7060,steam
lhiatt@j-texon.com,mobile home,246,74,71,6030,"electric,gas,steam"
lhirpara@blackzim.com,house,2173,66,73,4359,"electric,gas"
lhirpara@golddex.com,house,1218,74,73,13119,gas
lhirpara@scottech.com,apartment,450,72,73,98645,
lhirpara@statholdings.com,apartment,901,70,,47043,gas
lhixenbaugh@hatfan.com,house,325,71,72,38348,electric
lhochard@gogozoom.com,apartment,2264,73,71,79745,gas
lhochard@inity.com,apartment,547,74,68,64097,
lhochard@y-corporation.com,house,967,76,,46945,gas
lhoffis@iselectrics.com,house,2303,76,74,26282,electric
lhoffis@mathtouch.com,apartment,822,71,72,45804,gas
lhoneywell@funholding.com,apartment,812,73,,21661,electric
lhoneywell@gogozoom.com,house,860,,69,94121,
lhoopengardner@betatech.com,house,713,,72,6506,
lhoopengardner@statholdings.com,mobile home,377,67,,80104,gas
lhudnall@nam-zim.com,house,1166,71,,45684,gas
lisenhower@konmatfix.com,mobile home,232,72,73,1343,
ljeanty@scottech.com,apartment,744,66,73,25817,gas
ljillson@labdrill.com,townhome,1067,74,70,61051,gas
ljurney@conecom.com,house,1238,66,73,40972,"gas,fuel oil"
ljurney@scottech.com,apartment,1416,74,,98430,electric
ljuvera@faxquote.com,condominium,1187,73,74,60192,"electric,gas"
ljuvera@ron-tech.com,townhome,740,75,71,4623,electric
lkampa@conecom.com,townhome,1376,70,75,46797,electric
lkannady@rantouch.com,house,2023,74,73,45638,
lkarpel@warephase.com,house,824,74,70,45481,"electric,gas,fuel oil"
lkarpin@silis.com,mobile home,380,76,74,78760,steam
lkarpin@xx-holding.com,townhome,1285,76,72,12087,
lkeener@goodsilron.com,apartment,1012,,73,88114,"electric,gas"
lkeener@iselectrics.com,condominium,1746,72,,76852,gas
lkeetch@cancity.com,mobile home,690,71,74,29138,steam
lkeneipp@streethex.com,house,969,72,69,3111,electric
lketelsen@doncon.com,apartment,875,73,73,28682,fuel oil
lkiel@finhigh.com,apartment,2909,74,,45242,gas
lkiel@streethex.com,house,2377,71,72,49886,"steam,fuel oil"
lkippley@rantouch.com,house,103,74,,41037,gas
lklang@finhigh.com,apartment,480,,74,8065,"electric,steam"
lklang@xx-zobam.com,apartment,1694,,72,58224,
lklusman@finhigh.com,house,973,,72,38358,gas
lkohnert@warephase.com,mobile home,253,72,71,46968,steam
lkonopacki@cancity.com,apartment,862,78,72,12071,
lkonopacki@hatfan.com,apartment,2041,65,,52077,electric
lkusko@ontomedia.com,apartment,523,66,76,8618,fuel oil
llabreche@donware.com,mobile home,446,72,69,94283,electric
llabreche@isdom.com,apartment,490,,74,6349,steam
llabreche@zumgoity.com,house,956,67,72,54488,electric
llace@bioplex.com,condominium,1790,70,73,83552,electric
llace@xx-zobam.com,house,1709,75,75,60451,"electric,gas,steam"
llacovara@codehow.com,house,244,76,71,54735,gas
llacovara@ron-tech.com,apartment,959,65,74,91943,"electric,gas"
llary@groovestreet.com,apartment,1165,70,71,73553,gas
llary@inity.com,house,1749,74,75,53211,
llatzke@dontechi.com,townhome,3179,71,,33733,gas
llatzke@hatfan.com,mobile home,204,74,73,43212,
llawler@cancity.com,house,1602,71,73,56360,electric
llayous@rantouch.com,house,1632,68,,32702,"electric,gas,fuel oil"
lleinenbach@condax.com,townhome,2989,76,,12159,electric
lleinenbach@scottech.com,apartment,874,69,73,80549,"electric,gas"
