household_email	appliance_number	manufacturer_name	model	appliance_type	air_handler_types	eer	energy_source	hspf	seer	energy_source	capacity	temperature	btu
gdilliard@groovestreet.com	1	Unpickex Direct	Lomtanicazz	air_handler	heater,air_conditioner	2.8	electric						5466
gdilliard@groovestreet.com	2	Parnipaquistor WorldWide	Frotumomman	water_heater						electric	10.3	115	3760
gdilliard@groovestreet.com	3	Zeekilax	Lommunar	air_handler	heater,air_conditioner	3.2	gas						4513
gdinos@zencorporation.com	1	Trudiminower	Dopdimommar	air_handler	heater		gas						13651
gdopico@warephase.com	1	Parpickor	Doperexax	air_handler	heatpump			15.7	58.4				4234
gdopico@warephase.com	2	Advenupex Direct Company	Rapwerexistor	air_handler	heater,air_conditioner,heatpump	2.1	fuel oil	29.1	25.7				9072
gdopico@warephase.com	3	Qwizapepan WorldWide Corp.	Inwerpegin	air_handler	air_conditioner	1.3							4830
gduenas@funholding.com	1	Tupvenonax	Monsapax	air_handler	heater		electric						11826
gduenas@funholding.com	2	Lomtumower Holdings Corp.	Renipistor	air_handler	heatpump			20.6	19.2				10130
gduenas@funholding.com	3	Emwericator WorldWide Company		air_handler	heater		fuel oil						7999
gduenas@funholding.com	4	Groericator WorldWide Inc		air_handler	heatpump			20.3	47.4				7904
gduenas@iselectrics.com	1	Hapcadax Holdings Inc	Thrusipazz	air_handler	air_conditioner,heater	3.4	fuel oil						4340
gduenas@iselectrics.com	2	Surkilimentor Company	Trucadin	air_handler	heater,heatpump		electric	26.3	63.2				4873
gduenas@iselectrics.com	3	Barsipegistor Company	Hapfropover	water_heater						gas	10.5	121	3689
geanes@openlane.com	1	Cipfropax		water_heater						gas	32.6		17346
gehmann@cancity.com	1	Uneran International	Parpickanicator	water_heater						electric	93.2	122	10393
gehmann@cancity.com	2	Parquestor Corp.	Barzapaquar	air_handler	heater		electric						9724
gehmann@cancity.com	3	Parpickicentor Inc	Raprobor	water_heater						electric	23.5	102	10759
gennaco@rundofase.com	1	Cipwerponazz Holdings	Indudanower	air_handler	air_conditioner	2.3							7418
gennaco@rundofase.com	2	Grohupicator Direct	Tupvenilex	water_heater						electric	46.2	157	7993
gennaco@rundofase.com	3	Surtanegower	Qwipebilicator	air_handler	heater		electric						8131
gennaco@rundofase.com	4	Tupwerpin WorldWide	Retinexentor	air_handler	heater		electric						9495
geschberger@donware.com	1	Tupsipimower International Inc	Varzapicax	air_handler	air_conditioner,heater,heatpump	4.1	electric	30.2	51.2				8036
geschberger@donware.com	2	Unglibicator Corp.	Windimexower	air_handler	heatpump			25.7	33.7				5248
geschberger@donware.com	3	Emsipimax Holdings	Endcadepantor	air_handler	heatpump			16.8	39.0				4327
geschberger@donware.com	4	Parpebican Direct	Frodimplin	air_handler	heater		electric						3984
geschberger@donware.com	5	Tiptumin Company		water_heater						gas	44.0	114	4241
geschberger@donware.com	6	Unmunexover Holdings	Unfropopazz	air_handler	heater		electric						4546
geschberger@donware.com	7	Tipdimex Inc	Monsapinex	air_handler	heatpump			24.6	65.0				5006
gestell@newex.com	1	Supdudex International Inc	Adwerpamor	air_handler	heater		gas						8108
gestell@newex.com	2	Tipsapower Direct Inc		air_handler	heater		electric						8027
gestell@newex.com	3	Dopsipplentor Corp.	Uppebommicator	air_handler	air_conditioner	7.7							7629
gferrario@domzoom.com	1	Lomwerpar WorldWide Inc		air_handler	air_conditioner	1.9							5237
gferrario@domzoom.com	2	Mondimaquan Direct	Parpickopin	air_handler	air_conditioner	3.3							4021
gferrario@domzoom.com	3	Thrusapentor WorldWide		air_handler	heater,heatpump,air_conditioner	10.3	gas	14.2	35.0				7301
gferrario@domzoom.com	4	Tipnipover Direct		air_handler	heater,air_conditioner	5.7	electric						7884
gferrario@domzoom.com	5	Tupvenax Direct	Frowerpicator	air_handler	heater		electric						4414
gferrario@domzoom.com	6	Bartumentor International	Cipwerponistor	air_handler	air_conditioner	1.1							3826
gferrario@domzoom.com	7	Renipin	Uphupollor	air_handler	heater		fuel oil						3169
gferrario@konex.com	1	Klisapeficator International Company	Cipglibedantor	air_handler	heatpump,air_conditioner	2.6		22.4	34.9				5282
gferrario@konex.com	2	Hapquestover Direct	Tuptumantor	air_handler	heater		electric						5208
gferrario@konex.com	3	Dopnipicar	Barglibepar	air_handler	air_conditioner	3.6							5888
gfigeroa@kinnamplus.com	1	Fromunar WorldWide Group	Barjuban	air_handler	air_conditioner	1.4							6421
gfigeroa@kinnamplus.com	2	Supkilistor Direct Company	Adsapor	air_handler	heater		electric						4321
gfigeroa@kinnamplus.com	3	Retumopicator International	Lomrobax	air_handler	heater		electric						4688
gfishburne@dambase.com	1	Monrobinistor	Monmunollin	air_handler	heater,heatpump		electric	16.8	36.8				13322
gfishburne@dambase.com	2	Varwerin International Corp.	Cipjubamistor	air_handler	heater		gas						7901
gfishburne@dambase.com	3	Supsapentor	Dophuponax	air_handler	heatpump			18.1	48.5				5855
gfishburne@plexzap.com	1	Frojubicator	Fronipimentor	air_handler	heatpump			21.5	45.5				12012
gfishburne@plusstrip.com	1	Barsipegistor Company	Rebanower	air_handler	air_conditioner	1.3							5352
gfishburne@plusstrip.com	2	Truzapar Holdings Corp.	Zeejubackar	water_heater						gas	66.4	152	6737
gfishburne@plusstrip.com	3	Barglibedgover		air_handler	heatpump,heater		electric	32.2	21.1				7106
gflosi@condax.com	1	Haphupin Holdings Corp.	Supquestar	air_handler	heatpump			18.5	43.7				7461
gflosi@faxquote.com	1	Raphupentor Direct	Varnipaquover	air_handler	air_conditioner	3.8							11296
gfritz@donware.com	1	Montanonor Direct Corp.	Qwibanover	air_handler	air_conditioner	4.6							11991
ggabisi@codehow.com	1	Fropebollax WorldWide Group		water_heater						gas	19.7	172	3563
ggabisi@codehow.com	2	Tipbanan International	Zeetanefar	air_handler	heatpump			26.8	38.6				3172
ggabisi@codehow.com	3	Dopsipegentor Direct	Zeevenplin	air_handler	heater,air_conditioner	6.5	electric						4412
ggabisi@ganjaflex.com	1	Klieregower WorldWide	Varjubin	air_handler	heatpump			17.8	38.2				12458
ggabisi@ganjaflex.com	2	Emtumax Direct Inc		water_heater						gas	20.6	170	11575
ggabisi@ganjaflex.com	3	Emvenanor WorldWide	Winbanewazz	water_heater						thermosolar	13.1	125	11744
ggabisi@ganjaflex.com	4	Adpickar International	Qwirobexazz	air_handler	air_conditioner	4.6							7576
ggellinger@codehow.com	1	Tiperimor International	Vardimax	air_handler	heatpump			24.2	47.3				3800
ggellinger@codehow.com	2	Monpebinin WorldWide	Upcadegan	air_handler	heatpump			26.9	63.1				7987
ggellinger@codehow.com	3	Supdimommor Direct Corp.	Surbanefantor	air_handler	air_conditioner	6.3							6526
ggellinger@xx-zobam.com	1	Recadedin Direct	Indimentor	air_handler	air_conditioner	11.4							6723
ggellinger@xx-zobam.com	2	Inweristor WorldWide	Emdudamex	air_handler	air_conditioner	2.2							6249
ggellinger@xx-zobam.com	3	Lommuniman Inc	Klihupax	air_handler	heatpump			19.3	52.4				5763
ggellinger@xx-zobam.com	4	Thrutanower	Untinefover	water_heater						electric	35.1	117	7007
ggesick@nam-zim.com	1	Grojubax Inc	Qwiwerpazz	air_handler	heatpump			15.9	38.2				6938
ggesick@nam-zim.com	2	Unnipplentor International	Uptinommax	air_handler	air_conditioner	11.4							7495
ggesick@nam-zim.com	3	Barpebefentor Holdings Group	Monjubedgor	water_heater						electric	10.1	118	7037
ggesick@nam-zim.com	4	Grocadan WorldWide Company	Inkilantor	air_handler	heater		electric						5375
ggibes@ron-tech.com	1	Dopdimaquor Holdings Company	Survenor	air_handler	heater		electric						8643
ggibes@ron-tech.com	2	Unpickex Direct	Trufropadar	air_handler	heater,air_conditioner	7.8	gas						10304
ggibes@ron-tech.com	3	Barvenadower Holdings	Bardimor	air_handler	heatpump			21.3	45.3				7354
ggiguere@iselectrics.com	1	Tipfropilentor Direct Corp.	Barrobantor	water_heater						electric	14.7	155	2923
ggiguere@iselectrics.com	2	Tuperar Direct	Wintumefan	air_handler	heater		gas						3773
ggiguere@iselectrics.com	3	Sursipicator Group	Grohupover	air_handler	heater		fuel oil						3886
ggiguere@scotfind.com	1	Barpickepex International Inc	Rezapewistor	air_handler	heater,air_conditioner	1.8	fuel oil						8717
ggiguere@scotfind.com	2	Varwerin International Corp.	Thrutumover	water_heater						heat pump	12.0	106	5401
ggiguere@scotfind.com	3	Adveninentor Inc	Untinax	air_handler	heatpump,heater,air_conditioner	10.8	electric	16.4	15.9				10424
ggiguere@scotfind.com	4	Klikilollex Holdings	Doptanonex	air_handler	heater,heatpump		electric	28.2	43.5				9370
ggiguere@scotfind.com	5	Emquestantor WorldWide	Lompebax	air_handler	heatpump			22.3	51.5				4926
ggiguere@scotfind.com	6	Emnipentor Holdings	Zeeglibommazz	air_handler	heatpump,air_conditioner	2.0		16.3	46.0				8653
ggiguere@scotfind.com	7	Zeenipantor Inc	Hapsipicin	air_handler	heatpump			17.2	55.3				4895
ggiguere@singletechno.com	1	Lomsapan Group		air_handler	heater,heatpump		fuel oil	24.1	41.1				5400
ggiguere@singletechno.com	2	Inrobadan Direct	Inwerax	water_heater						gas	72.7	195	3395
ggiguere@singletechno.com	3	Kliwerpedax Holdings Group	Doptumicicator	air_handler	heatpump,air_conditioner,heater	1.5	gas	25.8	45.8				4543
ggillian@scottech.com	1	Hapjubex Inc	Undudicator	air_handler	heater,air_conditioner	2.6	fuel oil						10636
ggillian@scottech.com	2	Tipsapentor Holdings Corp.	Winsipicator	air_handler	heater		fuel oil						6213
ggillian@scottech.com	3	Varvenower Direct		air_handler	heatpump			27.6	56.0				3939
ggleich@zathunicon.com	1	Thrusapentor WorldWide	Endbanicator	air_handler	air_conditioner	1.6							5841
ggleich@zathunicon.com	2	Surtanover Direct Group	Grofropin	air_handler	air_conditioner	4.0							6031
ggleich@zathunicon.com	3	Inquestan	Inveninax	air_handler	heatpump,air_conditioner	3.4		24.5	49.2				10060
gglick@sonron.com	1	Cipvenupicator Corp.	Tupsapplistor	air_handler	heatpump			19.3	25.1				10023
gglick@sonron.com	2	Grosapover Holdings	Qwiquestewan	air_handler	heatpump			19.7	31.6				10500
gglick@sonron.com	3	Varkilepover Direct	Tipweror	air_handler	heatpump,heater		electric	20.1	53.3				15795
ggoldammer@plexzap.com	1	Thrufropover Group	Unhupazz	air_handler	heater		electric						8777
ggoldammer@plexzap.com	2	Rehupex	Truvenopax	air_handler	air_conditioner	3.3							10088
ggoldammer@plexzap.com	3	Winwerpazz Direct	Thrupickefazz	air_handler	air_conditioner	2.9							7680
ggood@silis.com	1	Frojubupax Corp.	Cipbanan	air_handler	heatpump			15.7	43.1				4615
ggood@silis.com	2	Unhupicazz International Inc	Lomvenegor	air_handler	heater,heatpump		electric	25.1	33.5				5300
ggood@silis.com	3	Cipwerpower WorldWide Company	Qwipickadan	air_handler	heater		electric						4560
ggood@silis.com	4	Parquestan WorldWide	Barbanexor	water_heater						gas	76.6	163	4737
ggood@xx-holding.com	1	Rerobupex Corp.		air_handler	heatpump			17.5	44.2				15057
ggotter@zumgoity.com	1	Tupnipopar	Thrutinollicator	air_handler	heater,air_conditioner	6.6	gas						9747
ggotter@zumgoity.com	2	Parfropicator International	Barquestollar	air_handler	heater		electric						6524
ggotter@zumgoity.com	3	Emwerpicator Inc	Grodimantor	air_handler	heater		electric						7476
ggotter@zumgoity.com	4	Cipsapex		air_handler	air_conditioner	2.5							6806
ggotter@zumgoity.com	5	Unmunador Corp.	Trupebar	air_handler	heatpump,air_conditioner	4.5		28.4	26.5				11682
ggotter@zumgoity.com	6	Lomsapan Group		air_handler	air_conditioner	2.6							8293
ggreenbush@zotware.com	1	Emvenazz Holdings	Resapollover	air_handler	air_conditioner	5.6							5798
ggreenbush@zotware.com	2	Incadan International	Surmunicex	air_handler	heatpump			26.8	41.9				6066
ggreenbush@zotware.com	3	Dopjubupicator		water_heater						electric	43.2	137	6102
ggrenet@faxquote.com	1	Qwiweror Holdings	Suppickexan	air_handler	heater,air_conditioner	4.6	gas						10718
ggrenet@faxquote.com	2	Raptinefazz	Supwerpentor	air_handler	air_conditioner	1.5							5987
ggrenet@faxquote.com	3	Upsapexan Group		water_heater						electric	26.5	114	5822
ggrenet@faxquote.com	4	Upkilex Holdings	Parcadefan	air_handler	heater		fuel oil						5562
ggrenet@faxquote.com	5	Cipmunackex International	Surpickar	water_heater						electric	52.9	188	5869
ggrenet@faxquote.com	6	Growerex Holdings	Parzapicax	air_handler	air_conditioner	1.7							5955
ghagele@bioholding.com	1	Indimplover Inc	Doptanplor	water_heater						electric	27.1	102	6093
ghagele@bioholding.com	2	Supbanor	Zeeglibewover	air_handler	heatpump			21.3	56.7				6014
ghagele@bioholding.com	3	Supfropan Direct	Endsipedgor	air_handler	heatpump			13.7	30.1				7213
ghamilton@doncon.com	1	Qwizapepan WorldWide Corp.		air_handler	heatpump			17.4	33.6				15318
ghamilton@ganjaflex.com	1	Upkilin Corp.	Insapilantor	air_handler	air_conditioner	2.3							7235
ghamilton@ganjaflex.com	2	Emmunantor	Partumor	water_heater						thermosolar	16.9	158	8527
ghamilton@ganjaflex.com	3	Unpebexower	Lomtumopover	air_handler	heater		gas						7711
ghaufler@hatfan.com	1	Fropebepantor Inc	Rewerpistor	air_handler	heatpump			24.9	43.1				3300
ghaufler@hatfan.com	2	Endgliban	Dopbanower	air_handler	heater,air_conditioner	4.9	electric						3747
ghaufler@hatfan.com	3	Uphupentor Direct	Tipdimax	air_handler	heater		electric						3806
ghengel@zoomit.com	1	Cipvenistor Group	Truquestefantor	water_heater						heat pump	74.7	96	11848
ghoa@inity.com	1	Truzapazz Direct	Hapcadimower	air_handler	heatpump,heater		gas	17.2	47.8				12398
ghoa@inity.com	2	Endpebazz Holdings Group	Reeredgar	air_handler	heatpump			30.0	36.8				7593
ghoa@inity.com	3	Grocadan WorldWide Company	Monfropin	air_handler	heater,air_conditioner	12.1	gas						10166
ghoa@inity.com	4	Raptumedower Inc	Rapwerefax	air_handler	air_conditioner	1.5							6593
ghoa@inity.com	5	Thruvenan International	Lomnipadan	air_handler	heatpump			22.4	41.4				6318
ghoa@inity.com	6	Qwibanonin Direct	Monbanaquantor	air_handler	heater		electric						5690
ghoa@inity.com	7	Varfropan Holdings		water_heater						gas	11.1	236	5320
ghoffis@dambase.com	1	Unrobexower Corp.	Frodudistor	air_handler	heatpump			16.6	54.9				8094
ghoffis@ganjaflex.com	1	Lomnipover	Frotumazz	air_handler	heatpump			17.6	36.4				6027
ghoffis@ganjaflex.com	2	Trupebistor Inc		air_handler	heatpump			23.3	23.4				4738
ghoffis@ganjaflex.com	3	Endglibupentor Holdings Group	Rehupicator	air_handler	heater,heatpump		gas	16.4	58.7				8554
ghoffis@ganjaflex.com	4	Unglibamex	Thrutinadantor	air_handler	heatpump,heater		gas	18.1	30.3				8271
ghoffis@ganjaflex.com	5	Klitinilantor WorldWide Inc	Endbanar	air_handler	heater		electric						3671
ghoffis@ganjaflex.com	6	Partinazz	Klibanazz	air_handler	heater,air_conditioner	4.6	electric						6459
ghoffis@year-job.com	1	Unzapicicator Holdings	Dopzapexistor	air_handler	heatpump,air_conditioner	10.3		19.6	28.3				8074
ghoffis@year-job.com	2	Supdudex International Inc	Endjubazz	air_handler	air_conditioner	7.0							4894
ghoffis@year-job.com	3	Endtumin	Supnipan	air_handler	air_conditioner	6.5							4775
ghollack@opentech.com	1	Surtinazz Inc	Varhupax	air_handler	heater,air_conditioner	8.4	fuel oil						8994
ghollack@opentech.com	2	Klisapeficator International Company	Grocadedower	air_handler	heatpump			27.8	27.6				4104
ghollack@opentech.com	3	Winrobonover International	Supwerpax	air_handler	heatpump			27.4	44.7				6423
ghollack@opentech.com	4	Qwidudax Company	Trukililantor	air_handler	heater		gas						5971
ghughey@golddex.com	1	Raphupan Corp.	Klitinantor	water_heater						electric	40.5	97	7591
ghughey@golddex.com	2	Adpickover International	Qwipickomman	air_handler	air_conditioner	2.8							8522
ghughey@golddex.com	3	Truzapazz Direct	Supnipex	water_heater						electric	38.8	158	7789
ghughey@y-corporation.com	1	Rapfropistor Direct	Lomtanackantor	air_handler	heatpump,heater,air_conditioner	1.4	gas	24.4	36.7				5380
ginouye@scottech.com	1	Lombanazz International		air_handler	air_conditioner,heatpump	1.6		15.8	55.5				5397
ginouye@scottech.com	2	Supdudex International Inc		air_handler	heatpump,heater,air_conditioner	2.3	gas	20.8	43.8				7287
ginouye@scottech.com	3	Dopquestan WorldWide	Monerin	air_handler	heater		electric						4256
gkannady@finhigh.com	1	Thrujubewex	Emdudopower	air_handler	heater		electric						5639
gkannady@finhigh.com	2	Hapweristor Holdings Corp.	Hapwerexan	air_handler	heatpump,air_conditioner	6.3		20.7	36.9				9107
gkannady@finhigh.com	3	Rekilantor Group	Tiperopazz	air_handler	air_conditioner,heatpump	13.4		20.2	46.6				6828
gkannady@finhigh.com	4	Qwirobicator Holdings		air_handler	air_conditioner	1.4							5706
gkannady@yearin.com	1	Lomrobopower WorldWide	Untinexentor	air_handler	heater,heatpump		fuel oil	20.1	28.0				13177
gkardas@ganjaflex.com	1	Haprobicator		air_handler	heater,heatpump		fuel oil	19.7	53.4				11786
gkardas@groovestreet.com	1	Rehupamantor Inc	Retumegex	air_handler	air_conditioner,heatpump	6.3		25.7	49.9				9158
gkarpel@goodsilron.com	1	Cipbanover WorldWide	Truweran	air_handler	heatpump			18.8	24.9				4797
gkarpel@goodsilron.com	2	Parpickommax Group	Emquestedan	air_handler	air_conditioner,heatpump	2.9		21.1	30.3				10072
gkarpel@goodsilron.com	3	Tipweran Holdings		air_handler	heater		electric						5853
gkarpel@goodsilron.com	4	Thruvenan International	Zeetumower	air_handler	heatpump			29.3	40.9				7091
gkarpel@goodsilron.com	5	Inweristor WorldWide	Emtanewan	air_handler	air_conditioner,heater	3.2	electric						7455
gkarpel@goodsilron.com	6	Parquestor Corp.	Frowerpedgower	water_heater						electric	31.9	225	7036
gkarpel@goodsilron.com	7	Endzapimistor	Uncadower	air_handler	heater		gas						5934
gkarpel@goodsilron.com	8	Parpebewax International	Frovenewar	air_handler	heatpump			22.1	42.9				5755
gkarpel@goodsilron.com	9	Parmunexower	Parhupommower	air_handler	heatpump			19.4	33.2				4789
gkeener@plussunin.com	1	Adnipover Holdings	Parwerpar	air_handler	heater		electric						7513
gkeener@plussunin.com	2	Varkilamover WorldWide	Unveninistor	air_handler	heatpump			24.5	26.5				7946
gkeener@plussunin.com	3	Vartanover	Parhupicator	air_handler	heatpump			28.3	38.0				7260
gkeener@plussunin.com	4	Tupvenonax	Suptumilantor	air_handler	air_conditioner	1.5							6763
gkiel@plussunin.com	1	Upnipexax International	Cipweran	water_heater						thermosolar	16.5	226	8229
gkiel@plussunin.com	2	Unmunilar Holdings	Grotanor	air_handler	heatpump			23.5	38.5				11280
gkiel@plussunin.com	3	Klifropedin International		air_handler	air_conditioner	2.8							7799
gkines@zumgoity.com	1	Parpebefex	Zeefropar	air_handler	heater		electric						11852
gkippley@xx-holding.com	1	Grofropedgax WorldWide	Adtinefistor	water_heater						electric	14.7	120	12412
gkippley@xx-holding.com	2	Lombanedgan	Klizapedgantor	air_handler	heatpump			18.4	47.6				10154
gkippley@xx-holding.com	3	Windimax WorldWide Corp.	Endsapicin	air_handler	heater		gas						10219
gkippley@xx-holding.com	4	Varerantor Direct	Aderistor	water_heater						thermosolar	13.1		10350
gkippley@xx-holding.com	5	Inbanower Holdings	Klitanicor	air_handler	air_conditioner	2.8							7823
gkippley@xx-holding.com	6	Montinor International Group	Wintumackazz	water_heater						thermosolar	70.4	238	10943
gkippley@xx-holding.com	7	Klifropedin International	Winsapanentor	air_handler	heater,heatpump		electric	20.3	30.8				9274
gklonowski@iselectrics.com	1	Grosapax Company	Ciptinefantor	air_handler	air_conditioner,heatpump	9.1		15.4	30.3				8467
gklusman@openlane.com	1	Parwerentor International	Trupebentor	air_handler	heatpump			12.7	56.5				5277
gklusman@openlane.com	2	Zeeerommower Company	Qwiweramistor	air_handler	heater		electric						5718
gklusman@openlane.com	3	Zeewerpistor Holdings		air_handler	heatpump,heater		gas	20.5	30.3				6560
gklusman@openlane.com	4	Unsipexar WorldWide	Tuppebentor	air_handler	heater		electric						4741
gklusman@openlane.com	5	Klieregower WorldWide	Parwerpimar	air_handler	heater		electric						3565
gklusman@openlane.com	6	Hapweristor Holdings		air_handler	air_conditioner	1.9							4467
gknipp@scotfind.com	1	Cipfropax		air_handler	heatpump			24.2	40.5				7292
gknipp@scotfind.com	2	Barerepin Company		air_handler	air_conditioner	6.7							4813
gknipp@scotfind.com	3	Varhupilor Holdings		air_handler	air_conditioner,heatpump,heater	7.1	electric	21.9	34.7				9559
gknipp@scotfind.com	4	Sursipedower Inc	Haptinonin	water_heater						electric	48.4	151	5905
gknipp@scotfind.com	5	Untumicator WorldWide Corp.		air_handler	heatpump			15.3	45.9				6234
gknipp@scotfind.com	6	Dopnipan WorldWide Company	Winwerpefantor	air_handler	air_conditioner	1.2							5278
gkolmetz@nam-zim.com	1	Unhupicazz International Inc	Cipjubicex	air_handler	heater		electric						5409
gkolmetz@nam-zim.com	2	Zeetanex International	Endsapinazz	air_handler	heater		gas						5816
gkolmetz@nam-zim.com	3	Lomsapimor WorldWide	Emmunopicator	air_handler	heater		electric						5431
gkusko@singletechno.com	1	Raptumedower Inc	Endhupex	air_handler	heatpump,heater,air_conditioner	8.5	electric	18.9	49.6				9158
gkusko@singletechno.com	2	Partinax Direct Company	Rapkilar	air_handler	air_conditioner	4.9							4268
gkusko@singletechno.com	3	Groglibexan International	Inhupilar	air_handler	air_conditioner	1.7							7442
glapage@konex.com	1	Emmunantor	Dopwerpover	air_handler	heatpump			25.6	42.6				3493
glapage@konex.com	2	Parfropazz Direct	Qwirobollentor	air_handler	heater		gas						3487
glapage@konex.com	3	Gromunazz International	Lomsapex	air_handler	heater		gas						3116
glapage@konex.com	4	Zeepickamower WorldWide Company	Lommunefantor	air_handler	air_conditioner,heater	10.2	electric						6761
glary@ganjaflex.com	1	Empebupazz Direct	Unquestefin	air_handler	air_conditioner	2.9							11390
glawler@hottechi.com	1	Emtanopex Holdings	Surwerpackax	air_handler	air_conditioner,heatpump	5.2		18.4	52.0				7414
glawler@hottechi.com	2	Dopdimaquor Holdings Company	Rapsipan	air_handler	heater		electric						5757
glawler@hottechi.com	3	Doptanex International Company	Sursipicistor	air_handler	air_conditioner	1.6							4302
glawler@hottechi.com	4	Pardudaquower Group	Haptumadazz	air_handler	heater,air_conditioner	1.7	gas						9702
glimmel@lexiqvolax.com	1	Frojubicator	Endnipin	air_handler	heatpump			19.8	33.7				14721
glimmel@scottech.com	1	Tippebantor WorldWide		air_handler	air_conditioner	1.8							7955
glimmel@scottech.com	2	Doptaninin Holdings Inc	Parmunover	air_handler	air_conditioner	1.9							6954
glimmel@scottech.com	3	Monpebover WorldWide	Inwerplover	air_handler	air_conditioner	1.3							6292
glimmel@scottech.com	4	Upmunicin WorldWide	Cipsipommax	air_handler	heatpump			25.2	41.7				6192
glimmel@scottech.com	5	Supfropan Holdings	Emnipower	air_handler	air_conditioner	4.3							4818
glimmel@scottech.com	6	Monpebover WorldWide	Tipdimor	air_handler	heatpump,heater		gas	16.2	21.5				9570
glimmel@scottech.com	7	Thruweraquicator Holdings	Parmunor	air_handler	heatpump,air_conditioner	2.7		28.7	60.0				12100
glindall@rundofase.com	1	Inkilazz Corp.	Zeekilar	air_handler	heater		electric						8682
glindall@rundofase.com	2	Raperewex Holdings	Varquestan	water_heater						electric	81.4	96	9073
glindall@rundofase.com	3	Trujubupantor Holdings		air_handler	air_conditioner	1.6							7596
glipke@zathunicon.com	1	Surquestamor Corp.	Inpebepower	air_handler	heater		gas						10213
glipke@zathunicon.com	2	Rappebedgower WorldWide	Zeepebicazz	air_handler	heater		gas						8667
glipke@zathunicon.com	3	Klitanplex Direct Company	Varrobax	air_handler	heatpump			20.3	34.5				7410
glipkin@iselectrics.com	1	Emdimar Direct		air_handler	heater,heatpump		electric	21.8	42.4				8277
glipkin@iselectrics.com	2	Cipbanover WorldWide	Vardudicator	air_handler	heatpump			22.0	26.8				4273
glipkin@iselectrics.com	3	Supsapommantor WorldWide Inc	Zeejubamistor	water_heater						thermosolar	37.9		4749
gliukko@kinnamplus.com	1	Lomjubedgistor Inc	Tipjubefazz	air_handler	air_conditioner	1.5							3719
gliukko@kinnamplus.com	2	Hapdudower Holdings Company		air_handler	air_conditioner	1.7							5709
gliukko@kinnamplus.com	3	Monjubin		water_heater						electric	70.1	269	4552
gliukko@kinnamplus.com	4	Ciptumedgicator Inc	Tipfropower	air_handler	heatpump			22.8	49.8				3824
gliukko@kinnamplus.com	5	Fropebollax WorldWide Group	Grotumaman	air_handler	air_conditioner,heatpump	1.4		22.0	76.5				5561
gliukko@kinnamplus.com	6	Monwerpistor Direct Company	Grofropedex	air_handler	heatpump			22.9	47.9				4071
gloader@dontechi.com	1	Suptanan Corp.	Mondudimover	air_handler	heater		electric						8029
gloader@dontechi.com	2	Emquestantor WorldWide	Hapkilicover	air_handler	heatpump			24.3	45.8				8872
gloader@dontechi.com	3	Hapjubex Inc	Uperentor	air_handler	air_conditioner	1.8							7982
glueckenbach@faxquote.com	1	Rapjubover Holdings	Surglibover	air_handler	air_conditioner,heater	5.6	electric						5207
glueckenbach@faxquote.com	2	Remunar International	Adweror	air_handler	heater,heatpump		electric	22.1	37.0				4852
glueckenbach@faxquote.com	3	Dopsipantor International	Tipmunadax	air_handler	heater		electric						3657
glukasik@streethex.com	1	Emtinistor WorldWide Inc	Indimefax	air_handler	air_conditioner	6.5							9141
glukasik@streethex.com	2	Surjubackar International	Froerex	air_handler	heatpump			27.1	24.1				10924
glukasik@streethex.com	3	Bartanollover WorldWide	Trujubor	air_handler	heater		gas						8164
glukasik@streethex.com	4	Adtanazz Group		water_heater						electric	47.3	120	7499
gmadarang@dalttechnology.com	1	Unbanollentor WorldWide Group		air_handler	heater		electric						4591
gmadarang@dalttechnology.com	2	Inbanower Holdings	Hapdudan	air_handler	air_conditioner	6.0							6020
gmadarang@dalttechnology.com	3	Embanicower Holdings	Doprobedgazz	air_handler	heatpump,heater,air_conditioner	10.6	gas	23.6	29.5				7851
gmadarang@lexiqvolax.com	1	Varpebewicator Direct	Inmunefentor	air_handler	heatpump			22.4	33.3				6412
gmaile@betatech.com	1	Bartanollover WorldWide	Doppeban	air_handler	heatpump,heater		gas	15.0	40.4				10075
gmallett@konmatfix.com	1	Thruvenor	Lommunex	air_handler	heater		fuel oil						13516
gmallett@konmatfix.com	2	Unhupicazz International Inc	Qwiwerpamistor	air_handler	air_conditioner	4.0							8841
gmallett@konmatfix.com	3	Monpebinin WorldWide	Monwerpor	air_handler	air_conditioner	8.6							9873
gmallett@konmatfix.com	4	Zeenipantor Inc	Groglibonazz	air_handler	air_conditioner	2.9							12235
gmarrier@rantouch.com	1	Unpickex Direct	Trujubefower	air_handler	heatpump,air_conditioner	11.5		29.9	39.8				8430
gmarrier@rantouch.com	2	Empickadin	Zeekilupazz	air_handler	air_conditioner	1.2							4593
gmarrier@rantouch.com	3	Lomquestadan International	Thruwerpanicator	air_handler	air_conditioner	1.5							6603
gmarrier@rantouch.com	4	Trucadollan Inc	Grozapommentor	air_handler	heater		fuel oil						6632
gmaybury@openlane.com	1	Rapkilantor International Group	Dopnipentor	air_handler	air_conditioner	6.6							16249
gmaybury@opentech.com	1	Rapdudackower Holdings Group	Supglibupin	air_handler	heatpump			22.9	52.1				2670
gmaynerich@plussunin.com	1	Haptanackower International	Lomdudommentor	water_heater						gas	36.1	106	7137
gmaynerich@plussunin.com	2	Grorobiman	Thrupickewex	air_handler	heater		electric						7181
gmaynerich@plussunin.com	3	Growerpicator Holdings	Adweran	air_handler	heatpump			22.5	50.9				7660
